Date,Open,High,Low,Close,Adj Close,Volume
03-01-2023,14.85099983215332,14.996000289916992,14.095999717712402,14.31499958,14.305580139160156,401277000
04-01-2023,14.567000389099121,14.852999687194824,14.241000175476074,14.74899959564209,14.739294052124023,431324000
05-01-2023,14.491000175476074,14.564000129699707,14.14799976348877,14.265000343322754,14.255614280700684,389168000
06-01-2023,14.473999977111816,15.010000228881836,14.034000396728516,14.859000205993652,14.849222183227539,405044000
09-01-2023,15.284000396728516,16.055999755859375,15.140999794006348,15.628000259399414,15.617716789245605,504231000
10-01-2023,15.506999969482422,15.961999893188477,15.472000122070312,15.909000396728516,15.898531913757324,384101000
11-01-2023,15.84000015258789,16.027999877929688,15.562999725341797,16.000999450683594,15.990470886230469,353285000
12-01-2023,16.100000381469727,16.636999130249023,15.491999626159668,16.51099967956543,16.50013542175293,551409000
13-01-2023,16.277999877929688,16.922000885009766,16.165000915527344,16.89900016784668,16.88787841796875,447287000
17-01-2023,16.89900016784668,17.72800064086914,16.89900016784668,17.70199966430664,17.690353393554688,511102000
18-01-2023,17.66699981689453,17.87299919128418,17.281999588012695,17.37700080871582,17.365570068359375,439624000
19-01-2023,17.035999298095703,17.19700050354004,16.731000900268555,16.764999389648438,16.75396728515625,452932000
20-01-2023,17.01099967956543,17.856000900268555,16.825000762939453,17.839000701904297,17.827260971069336,564967000
23-01-2023,18.06399917602539,19.24500084,17.81800079345703,19.19300079345703,19.180370330810547,655163000
24-01-2023,18.82699966430664,19.49500084,18.81999969482422,19.264999389648438,19.252323150634766,496204000
25-01-2023,18.913000106811523,19.37000084,18.579999923706055,19.322999954223633,19.310285568237305,449537000
26-01-2023,19.701000213623047,20.166000366210938,19.277999877929688,19.802000045776367,19.788970947265625,489535000
27-01-2023,19.461999893188477,20.628000259399414,19.405000686645508,20.364999771118164,20.351600646972656,542142000
30-01-2023,19.950000762939453,20.139999389648438,19.149999618530273,19.16200065612793,19.149394989013672,488611000
31-01-2023,19.170000076293945,19.687000274658203,18.950000762939453,19.53700065612793,19.524145126342773,498017000
01-02-2023,19.69099998474121,21.191999435424805,19.611000061035156,20.94300079345703,20.929222106933594,660477000
02-02-2023,21,21.948999404907227,20.700000762939453,21.708999633789062,21.694717407226562,564276000
03-02-2023,21,21.74500084,20.788999557495117,21.100000381469727,21.086116790771484,429366000
06-02-2023,20.805999755859375,21.56999969482422,20.785999298095703,21.089000701904297,21.075122833251953,452197000
07-02-2023,21.381999969482422,22.259000778198242,21.149999618530273,22.17300033569336,22.15841293334961,664150000
08-02-2023,22.386999130249023,22.878000259399414,22.007999420166016,22.204999923706055,22.190387725830078,559651000
09-02-2023,22.606000900268555,23.020000457763672,22.12000084,22.336999893188477,22.322301864624023,523876000
10-02-2023,21.690000534057617,22.077999114990234,20.81100082397461,21.264999389648438,21.251008987426758,550737000
13-02-2023,21.538000106811523,22.04800033569336,20.961999893188477,21.788000106811523,21.773662567138672,474919000
14-02-2023,21.577999114990234,23.048999786376953,21.365999221801758,22.97100067138672,22.95588493347168,675474000
15-02-2023,22.548999786376953,22.854999542236328,22.106000900268555,22.763999938964844,22.749019622802734,420575000
16-02-2023,22.132999420166016,22.549999237060547,21.927000045776367,22.00200080871582,21.987524032592773,412026000
17-02-2023,21.631000518798828,21.739999771118164,20.975000381469727,21.38800048828125,21.373929977416992,465888000
21-02-2023,21,21.493999481201172,20.618000030517578,20.655000686645508,20.64141082763672,410015000
22-02-2023,20.707000732421875,21.104000091552734,20.42099952697754,20.753999710083008,20.74034309387207,513184000
23-02-2023,23.440000534057617,23.88800048828125,23.024999618530273,23.663999557495117,23.64842987060547,1117995000
24-02-2023,23.225000381469727,23.474000930786133,22.94700050354004,23.285999298095703,23.270679473876953,589716000
27-02-2023,23.670000076293945,23.87999916,23.45400047302246,23.500999450683594,23.485536575317383,452994000
28-02-2023,23.371999740600586,23.825000762939453,23.20599937438965,23.215999603271484,23.200725555419922,455963000
01-03-2023,23.191999435424805,23.256000518798828,22.507999420166016,22.697999954223633,22.68306541442871,460026000
02-03-2023,22.488000869750977,23.37999916,22.43199920654297,23.31399917602539,23.29865837097168,389415000
03-03-2023,23.31999969482422,23.899999618530273,23.12999916,23.889999389648438,23.874282836914062,412393000
06-03-2023,23.891000747680664,24.24799919128418,23.48699951171875,23.554000854492188,23.538501739501953,437429000
07-03-2023,23.600000381469727,24.125,23.240999221801758,23.288000106811523,23.27663230895996,515154000
